seq_id	clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads	filename	database_used	kingdom	phylum	class	order	family	genus	species	sgb	taxid	taxonomy	clean_relative_abundance
1000001.2	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	2|1239|909932|1843489|31977	0.00173	0.00013	269	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae				31977.0	family	0.0018343540152683992
1000001.2	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	2|201174|1760|85004|31953|1678	49.51044	3.73275	8989370	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium			1678.0	genus	52.496921625263106
1000001.2	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	2|1239|91061|186826|81852|1350	44.38766	3.34653	9341583	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus			1350.0	genus	47.065134305993354
1000001.2	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia	2|201174|1760|2037|2049|2529408	0.27193	0.0205	52194	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Schaalia			2529408.0	genus	0.28833288287395
1000001.2	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	2|1239|91061|186826|1300|1301	0.07166	0.0054	10175	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus			1301.0	genus	0.07598254840122999
1000001.2	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	2|1224|1236|91347|543|561	0.06771	0.0051	25244	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia			561.0	genus	0.07179428345307
1000001.2	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	2|1239|909932|1843489|31977|29465	0.00173	0.00013	269	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella			29465.0	genus	0.0018343540152683992
1000001.2	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	2|201174|1760|85004|31953|1678|216816	49.51044	3.73275	8989370	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium_longum		216816.0	species	52.496921625263106
1000001.2	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	2|1239|91061|186826|81852|1350|1352	43.61829	3.28852	9172461	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_faecium		1352.0	species	46.249355722914146
1000001.2	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	2|1239|91061|186826|81852|1350|1351	0.76937	0.05801	169122	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_faecalis		1351.0	species	0.81577858307921
1000001.2	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Schaalia|s__Schaalia_SGB17153	2|201174|1760|2037|2049|2529408|	0.27193	0.0205	52194	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Schaalia	s__Schaalia_SGB17153			species	0.28833288287395
1000001.2	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	2|1224|1236|91347|543|561|562	0.06771	0.0051	25244	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli		562.0	species	0.07179428345307
1000001.2	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis	2|1239|91061|186826|1300|1301|113107	0.0451	0.0034	6591	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_australis		113107.0	species	0.047820442825780005
1000001.2	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	2|1239|91061|186826|1300|1301|1308	0.02656	0.002	3584	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus_thermophilus		1308.0	species	0.02816210557545
1000001.2	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	2|1239|909932|1843489|31977|29465|29466	0.00173	0.00013	269	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella_parvula		29466.0	species	0.0018343540152683992
1000001.2	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__SGB17248	2|201174|1760|85004|31953|1678|216816|	49.51044	3.73275	8989370	1000001.2_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium_longum	t__SGB17248		sgb	52.496921625263106
1000001.1	UNCLASSIFIED	-1	0.0		2535188	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	UNCLASSIFIED								-1.0	kingdom	0.0
1000001.1	k__Bacteria	2	99.97524	8.74152	24427183	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria								2.0	kingdom	99.97524
1000001.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_sakei|t__SGB7248	2|1239|91061|186826|33958|2767885|1599|	0.06074	0.00531	10407	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Latilactobacillus	s__Latilactobacillus_sakei	t__SGB7248		sgb	0.06074
1000001.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	2|1239|91061|1385|90964|1279	0.02102	0.00184	4570	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus			1279.0	genus	0.021019999999999997
1000001.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	2|1239|91061|186826|81852|1350|1352	42.54245	3.71978	10375336	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_faecium		1352.0	species	42.542449999999995
1000001.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	2|1239|91061|186826|81852|1350|1351	28.82366	2.52025	7348153	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_faecalis		1351.0	species	28.82366
1000001.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_rhamnosus	2|1239|91061|186826|33958|2759736|47715	15.69057	1.37193	4117586	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lacticaseibacillus	s__Lacticaseibacillus_rhamnosus		47715.0	species	15.69056999999999
1000001.1	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	2|201174|1760|85004|31953|1678|216816	9.66572	0.84514	2035302	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium_longum		216816.0	species	9.66572
1000001.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides	2|1239|91061|186826|33958|1243|1245	3.10952	0.27189	526503	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Leuconostoc	s__Leuconostoc_mesenteroides		1245.0	species	3.10952
1000001.1	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens	2|201174|1760|85004|31953|419014|419015	0.06157	0.00538	9326	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Alloscardovia	s__Alloscardovia_omnicolens		419015.0	species	0.06156999999999999
1000001.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_sakei	2|1239|91061|186826|33958|2767885|1599	0.06074	0.00531	10407	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Latilactobacillus	s__Latilactobacillus_sakei		1599.0	species	0.06074
1000001.1	k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae	2759|4890|4891|4892|4893|4930|4932	0.02476	0.00216	26302	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Eukaryota	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Saccharomyces	s__Saccharomyces_cerevisiae		4932.0	species	0.02476
1000001.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_haemolyticus	2|1239|91061|1385|90964|1279|1283	0.02102	0.00184	4570	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus_haemolyticus		1283.0	species	0.021019999999999997
1000001.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium|t__SGB7967	2|1239|91061|186826|81852|1350|1352|	42.54245	3.71978	10375336	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_faecium	t__SGB7967		sgb	42.542449999999995
1000001.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis|t__SGB7962	2|1239|91061|186826|81852|1350|1351|	28.82366	2.52025	7348153	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_faecalis	t__SGB7962		sgb	28.82366
1000001.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_rhamnosus|t__SGB7144	2|1239|91061|186826|33958|2759736|47715|	15.69057	1.37193	4117586	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lacticaseibacillus	s__Lacticaseibacillus_rhamnosus	t__SGB7144		sgb	15.69056999999999
1000001.1	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__SGB17248	2|201174|1760|85004|31953|1678|216816|	9.66572	0.84514	2035302	1000001.1_R1_kneaddata.fastq.gz	mpa_vJun23_CHOCOPhlAnSGB_202403	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium_longum	t__SGB17248		sgb	9.66572
